,date,ticker,field,value
665,2018-02-16,SPX Index,PX_LAST,2732.22
666,2018-02-20,SPX Index,PX_LAST,2716.26
667,2018-02-21,SPX Index,PX_LAST,2701.33
668,2018-02-22,SPX Index,PX_LAST,2703.96
669,2018-02-23,SPX Index,PX_LAST,2747.3
670,2018-02-26,SPX Index,PX_LAST,2779.6
671,2018-02-27,SPX Index,PX_LAST,2744.28
672,2018-02-28,SPX Index,PX_LAST,2713.83
673,2018-03-01,SPX Index,PX_LAST,2677.67
674,2018-03-02,SPX Index,PX_LAST,2691.25
675,2018-03-05,SPX Index,PX_LAST,2720.94
676,2018-03-06,SPX Index,PX_LAST,2728.12
677,2018-03-07,SPX Index,PX_LAST,2726.8
678,2018-03-08,SPX Index,PX_LAST,2738.97
679,2018-03-09,SPX Index,PX_LAST,2786.57
680,2018-03-12,SPX Index,PX_LAST,2783.02
681,2018-03-13,SPX Index,PX_LAST,2765.31
682,2018-03-14,SPX Index,PX_LAST,2749.48
683,2018-03-15,SPX Index,PX_LAST,2747.33
684,2018-03-16,SPX Index,PX_LAST,2752.01
685,2018-03-19,SPX Index,PX_LAST,2712.92
686,2018-03-20,SPX Index,PX_LAST,2716.94
687,2018-03-21,SPX Index,PX_LAST,2711.93
688,2018-03-22,SPX Index,PX_LAST,2643.69
689,2018-03-23,SPX Index,PX_LAST,2588.26
690,2018-03-26,SPX Index,PX_LAST,2658.55
691,2018-03-27,SPX Index,PX_LAST,2612.62
692,2018-03-28,SPX Index,PX_LAST,2605.0
693,2018-03-29,SPX Index,PX_LAST,2640.87
694,2018-04-02,SPX Index,PX_LAST,2581.88
695,2018-04-03,SPX Index,PX_LAST,2614.45
696,2018-04-04,SPX Index,PX_LAST,2644.69
697,2018-04-05,SPX Index,PX_LAST,2662.84
698,2018-04-06,SPX Index,PX_LAST,2604.47
699,2018-04-09,SPX Index,PX_LAST,2613.16
700,2018-04-10,SPX Index,PX_LAST,2656.87
701,2018-04-11,SPX Index,PX_LAST,2642.19
702,2018-04-12,SPX Index,PX_LAST,2663.99
703,2018-04-13,SPX Index,PX_LAST,2656.3
704,2018-04-16,SPX Index,PX_LAST,2677.84
705,2018-04-17,SPX Index,PX_LAST,2706.39
706,2018-04-18,SPX Index,PX_LAST,2708.64
707,2018-04-19,SPX Index,PX_LAST,2693.13
708,2018-04-20,SPX Index,PX_LAST,2670.14
709,2018-04-23,SPX Index,PX_LAST,2670.29
710,2018-04-24,SPX Index,PX_LAST,2634.56
711,2018-04-25,SPX Index,PX_LAST,2639.4
712,2018-04-26,SPX Index,PX_LAST,2666.94
713,2018-04-27,SPX Index,PX_LAST,2669.91
714,2018-04-30,SPX Index,PX_LAST,2648.05
715,2018-05-01,SPX Index,PX_LAST,2654.8
716,2018-05-02,SPX Index,PX_LAST,2635.67
717,2018-05-03,SPX Index,PX_LAST,2629.73
718,2018-05-04,SPX Index,PX_LAST,2663.42
719,2018-05-07,SPX Index,PX_LAST,2672.63
720,2018-05-08,SPX Index,PX_LAST,2671.92
721,2018-05-09,SPX Index,PX_LAST,2697.79
722,2018-05-10,SPX Index,PX_LAST,2723.07
723,2018-05-11,SPX Index,PX_LAST,2727.72
724,2018-05-14,SPX Index,PX_LAST,2730.13
725,2018-05-15,SPX Index,PX_LAST,2711.45
726,2018-05-16,SPX Index,PX_LAST,2722.46
727,2018-05-17,SPX Index,PX_LAST,2720.13
728,2018-05-18,SPX Index,PX_LAST,2712.97
729,2018-05-21,SPX Index,PX_LAST,2733.01
730,2018-05-22,SPX Index,PX_LAST,2724.44
731,2018-05-23,SPX Index,PX_LAST,2733.29
732,2018-05-24,SPX Index,PX_LAST,2727.76
733,2018-05-25,SPX Index,PX_LAST,2721.33
734,2018-05-29,SPX Index,PX_LAST,2689.86
735,2018-05-30,SPX Index,PX_LAST,2724.01
736,2018-05-31,SPX Index,PX_LAST,2705.27
737,2018-06-01,SPX Index,PX_LAST,2734.62
738,2018-06-04,SPX Index,PX_LAST,2746.87
739,2018-06-05,SPX Index,PX_LAST,2748.8
740,2018-06-06,SPX Index,PX_LAST,2772.35
741,2018-06-07,SPX Index,PX_LAST,2770.37
742,2018-06-08,SPX Index,PX_LAST,2779.03
743,2018-06-11,SPX Index,PX_LAST,2782.0
744,2018-06-12,SPX Index,PX_LAST,2786.85
745,2018-06-13,SPX Index,PX_LAST,2775.63
746,2018-06-14,SPX Index,PX_LAST,2782.49
747,2018-06-15,SPX Index,PX_LAST,2779.66
748,2018-06-18,SPX Index,PX_LAST,2773.75
749,2018-06-19,SPX Index,PX_LAST,2762.59
750,2018-06-20,SPX Index,PX_LAST,2767.32
751,2018-06-21,SPX Index,PX_LAST,2749.76
752,2018-06-22,SPX Index,PX_LAST,2754.88
753,2018-06-25,SPX Index,PX_LAST,2717.07
754,2018-06-26,SPX Index,PX_LAST,2723.06
755,2018-06-27,SPX Index,PX_LAST,2699.63
756,2018-06-28,SPX Index,PX_LAST,2716.31
757,2018-06-29,SPX Index,PX_LAST,2718.37
758,2018-07-02,SPX Index,PX_LAST,2726.71
759,2018-07-03,SPX Index,PX_LAST,2713.22
760,2018-07-05,SPX Index,PX_LAST,2736.61
761,2018-07-06,SPX Index,PX_LAST,2759.82
762,2018-07-09,SPX Index,PX_LAST,2784.17
763,2018-07-10,SPX Index,PX_LAST,2793.84
764,2018-07-11,SPX Index,PX_LAST,2774.02
765,2018-07-12,SPX Index,PX_LAST,2798.29
766,2018-07-13,SPX Index,PX_LAST,2801.31
767,2018-07-16,SPX Index,PX_LAST,2798.43
768,2018-07-17,SPX Index,PX_LAST,2809.55
769,2018-07-18,SPX Index,PX_LAST,2815.62
770,2018-07-19,SPX Index,PX_LAST,2804.49
771,2018-07-20,SPX Index,PX_LAST,2801.83
772,2018-07-23,SPX Index,PX_LAST,2806.98
773,2018-07-24,SPX Index,PX_LAST,2820.4
774,2018-07-25,SPX Index,PX_LAST,2846.07
775,2018-07-26,SPX Index,PX_LAST,2837.44
776,2018-07-27,SPX Index,PX_LAST,2818.82
777,2018-07-30,SPX Index,PX_LAST,2802.6
778,2018-07-31,SPX Index,PX_LAST,2816.29
779,2018-08-01,SPX Index,PX_LAST,2813.36
780,2018-08-02,SPX Index,PX_LAST,2827.22
781,2018-08-03,SPX Index,PX_LAST,2840.35
782,2018-08-06,SPX Index,PX_LAST,2850.4
783,2018-08-07,SPX Index,PX_LAST,2858.45
784,2018-08-08,SPX Index,PX_LAST,2857.7
785,2018-08-09,SPX Index,PX_LAST,2853.58
786,2018-08-10,SPX Index,PX_LAST,2833.28
787,2018-08-13,SPX Index,PX_LAST,2821.93
788,2018-08-14,SPX Index,PX_LAST,2839.96
789,2018-08-15,SPX Index,PX_LAST,2818.37
790,2018-08-16,SPX Index,PX_LAST,2840.69
791,2018-08-17,SPX Index,PX_LAST,2850.13
792,2018-08-20,SPX Index,PX_LAST,2857.05
793,2018-08-21,SPX Index,PX_LAST,2862.96
794,2018-08-22,SPX Index,PX_LAST,2861.82
795,2018-08-23,SPX Index,PX_LAST,2856.98
796,2018-08-24,SPX Index,PX_LAST,2874.69
797,2018-08-27,SPX Index,PX_LAST,2896.74
798,2018-08-28,SPX Index,PX_LAST,2897.52
799,2018-08-29,SPX Index,PX_LAST,2914.04
800,2018-08-30,SPX Index,PX_LAST,2901.13
801,2018-08-31,SPX Index,PX_LAST,2901.52
802,2018-09-04,SPX Index,PX_LAST,2896.72
803,2018-09-05,SPX Index,PX_LAST,2888.6
804,2018-09-06,SPX Index,PX_LAST,2878.05
805,2018-09-07,SPX Index,PX_LAST,2871.68
806,2018-09-10,SPX Index,PX_LAST,2877.13
807,2018-09-11,SPX Index,PX_LAST,2887.89
808,2018-09-12,SPX Index,PX_LAST,2888.92
809,2018-09-13,SPX Index,PX_LAST,2904.18
810,2018-09-14,SPX Index,PX_LAST,2904.98
811,2018-09-17,SPX Index,PX_LAST,2888.8
812,2018-09-18,SPX Index,PX_LAST,2904.31
813,2018-09-19,SPX Index,PX_LAST,2907.95
814,2018-09-20,SPX Index,PX_LAST,2930.75
815,2018-09-21,SPX Index,PX_LAST,2929.67
816,2018-09-24,SPX Index,PX_LAST,2919.37
817,2018-09-25,SPX Index,PX_LAST,2915.56
818,2018-09-26,SPX Index,PX_LAST,2905.97
819,2018-09-27,SPX Index,PX_LAST,2914.0
820,2018-09-28,SPX Index,PX_LAST,2913.98
821,2018-10-01,SPX Index,PX_LAST,2924.59
822,2018-10-02,SPX Index,PX_LAST,2923.43
823,2018-10-03,SPX Index,PX_LAST,2925.51
824,2018-10-04,SPX Index,PX_LAST,2901.61
825,2018-10-05,SPX Index,PX_LAST,2885.57
826,2018-10-08,SPX Index,PX_LAST,2884.43
827,2018-10-09,SPX Index,PX_LAST,2880.34
828,2018-10-10,SPX Index,PX_LAST,2785.68
829,2018-10-11,SPX Index,PX_LAST,2728.37
830,2018-10-12,SPX Index,PX_LAST,2767.13
831,2018-10-15,SPX Index,PX_LAST,2750.79
832,2018-10-16,SPX Index,PX_LAST,2809.92
833,2018-10-17,SPX Index,PX_LAST,2809.21
834,2018-10-18,SPX Index,PX_LAST,2768.78
835,2018-10-19,SPX Index,PX_LAST,2767.78
836,2018-10-22,SPX Index,PX_LAST,2755.88
837,2018-10-23,SPX Index,PX_LAST,2740.69
838,2018-10-24,SPX Index,PX_LAST,2656.1
839,2018-10-25,SPX Index,PX_LAST,2705.57
840,2018-10-26,SPX Index,PX_LAST,2658.69
841,2018-10-29,SPX Index,PX_LAST,2641.25
842,2018-10-30,SPX Index,PX_LAST,2682.63
843,2018-10-31,SPX Index,PX_LAST,2711.74
844,2018-11-01,SPX Index,PX_LAST,2740.37
845,2018-11-02,SPX Index,PX_LAST,2723.06
846,2018-11-05,SPX Index,PX_LAST,2738.31
847,2018-11-06,SPX Index,PX_LAST,2755.45
848,2018-11-07,SPX Index,PX_LAST,2813.89
849,2018-11-08,SPX Index,PX_LAST,2806.83
850,2018-11-09,SPX Index,PX_LAST,2781.01
851,2018-11-12,SPX Index,PX_LAST,2726.22
852,2018-11-13,SPX Index,PX_LAST,2722.18
853,2018-11-14,SPX Index,PX_LAST,2701.58
854,2018-11-15,SPX Index,PX_LAST,2730.2
855,2018-11-16,SPX Index,PX_LAST,2736.27
856,2018-11-19,SPX Index,PX_LAST,2690.73
857,2018-11-20,SPX Index,PX_LAST,2641.89
858,2018-11-21,SPX Index,PX_LAST,2649.93
859,2018-11-23,SPX Index,PX_LAST,2632.56
860,2018-11-26,SPX Index,PX_LAST,2673.45
861,2018-11-27,SPX Index,PX_LAST,2682.17
862,2018-11-28,SPX Index,PX_LAST,2743.79
863,2018-11-29,SPX Index,PX_LAST,2737.76
864,2018-11-30,SPX Index,PX_LAST,2760.17
865,2018-12-03,SPX Index,PX_LAST,2790.37
866,2018-12-04,SPX Index,PX_LAST,2700.06
867,2018-12-06,SPX Index,PX_LAST,2695.95
868,2018-12-07,SPX Index,PX_LAST,2633.08
869,2018-12-10,SPX Index,PX_LAST,2637.72
870,2018-12-11,SPX Index,PX_LAST,2636.78
871,2018-12-12,SPX Index,PX_LAST,2651.07
872,2018-12-13,SPX Index,PX_LAST,2650.54
873,2018-12-14,SPX Index,PX_LAST,2599.95
874,2018-12-17,SPX Index,PX_LAST,2545.94
875,2018-12-18,SPX Index,PX_LAST,2546.16
876,2018-12-19,SPX Index,PX_LAST,2506.96
877,2018-12-20,SPX Index,PX_LAST,2467.42
878,2018-12-21,SPX Index,PX_LAST,2416.62
879,2018-12-24,SPX Index,PX_LAST,2351.1
880,2018-12-26,SPX Index,PX_LAST,2467.7
881,2018-12-27,SPX Index,PX_LAST,2488.83
882,2018-12-28,SPX Index,PX_LAST,2485.74
883,2018-12-31,SPX Index,PX_LAST,2506.85
884,2019-01-02,SPX Index,PX_LAST,2510.03
885,2019-01-03,SPX Index,PX_LAST,2447.89
886,2019-01-04,SPX Index,PX_LAST,2531.94
887,2019-01-07,SPX Index,PX_LAST,2549.69
888,2019-01-08,SPX Index,PX_LAST,2574.41
889,2019-01-09,SPX Index,PX_LAST,2584.96
890,2019-01-10,SPX Index,PX_LAST,2596.64
891,2019-01-11,SPX Index,PX_LAST,2596.26
892,2019-01-14,SPX Index,PX_LAST,2582.61
893,2019-01-15,SPX Index,PX_LAST,2610.3
894,2019-01-16,SPX Index,PX_LAST,2616.1
895,2019-01-17,SPX Index,PX_LAST,2635.96
896,2019-01-18,SPX Index,PX_LAST,2670.71
897,2019-01-22,SPX Index,PX_LAST,2632.9
898,2019-01-23,SPX Index,PX_LAST,2638.7
899,2019-01-24,SPX Index,PX_LAST,2642.33
900,2019-01-25,SPX Index,PX_LAST,2664.76
901,2019-01-28,SPX Index,PX_LAST,2643.85
902,2019-01-29,SPX Index,PX_LAST,2640.0
903,2019-01-30,SPX Index,PX_LAST,2681.05
904,2019-01-31,SPX Index,PX_LAST,2704.1
905,2019-02-01,SPX Index,PX_LAST,2706.53
906,2019-02-04,SPX Index,PX_LAST,2724.87
907,2019-02-05,SPX Index,PX_LAST,2737.7
908,2019-02-06,SPX Index,PX_LAST,2731.61
909,2019-02-07,SPX Index,PX_LAST,2706.05
910,2019-02-08,SPX Index,PX_LAST,2707.88
911,2019-02-11,SPX Index,PX_LAST,2709.8
912,2019-02-12,SPX Index,PX_LAST,2744.73
913,2019-02-13,SPX Index,PX_LAST,2753.03
914,2019-02-14,SPX Index,PX_LAST,2745.73
915,2019-02-15,SPX Index,PX_LAST,2775.6
916,2019-02-19,SPX Index,PX_LAST,2779.76
917,2019-02-20,SPX Index,PX_LAST,2784.7
918,2019-02-21,SPX Index,PX_LAST,2774.88
919,2019-02-22,SPX Index,PX_LAST,2792.67
920,2019-02-25,SPX Index,PX_LAST,2796.11
921,2019-02-26,SPX Index,PX_LAST,2793.9
922,2019-02-27,SPX Index,PX_LAST,2792.38
923,2019-02-28,SPX Index,PX_LAST,2784.49
924,2019-03-01,SPX Index,PX_LAST,2803.69
925,2019-03-04,SPX Index,PX_LAST,2792.81
926,2019-03-05,SPX Index,PX_LAST,2789.65
927,2019-03-06,SPX Index,PX_LAST,2771.45
928,2019-03-07,SPX Index,PX_LAST,2748.93
929,2019-03-08,SPX Index,PX_LAST,2743.07
930,2019-03-11,SPX Index,PX_LAST,2783.3
931,2019-03-12,SPX Index,PX_LAST,2791.52
932,2019-03-13,SPX Index,PX_LAST,2810.92
933,2019-03-14,SPX Index,PX_LAST,2808.48
934,2019-03-15,SPX Index,PX_LAST,2822.48
935,2019-03-18,SPX Index,PX_LAST,2832.94
936,2019-03-19,SPX Index,PX_LAST,2832.57
937,2019-03-20,SPX Index,PX_LAST,2824.23
938,2019-03-21,SPX Index,PX_LAST,2854.88
939,2019-03-22,SPX Index,PX_LAST,2800.71
940,2019-03-25,SPX Index,PX_LAST,2798.36
941,2019-03-26,SPX Index,PX_LAST,2818.46
942,2019-03-27,SPX Index,PX_LAST,2805.37
943,2019-03-28,SPX Index,PX_LAST,2815.44
944,2019-03-29,SPX Index,PX_LAST,2834.4
945,2019-04-01,SPX Index,PX_LAST,2867.19
946,2019-04-02,SPX Index,PX_LAST,2867.24
947,2019-04-03,SPX Index,PX_LAST,2873.4
948,2019-04-04,SPX Index,PX_LAST,2879.39
949,2019-04-05,SPX Index,PX_LAST,2892.74
950,2019-04-08,SPX Index,PX_LAST,2895.77
951,2019-04-09,SPX Index,PX_LAST,2878.2
952,2019-04-10,SPX Index,PX_LAST,2888.21
953,2019-04-11,SPX Index,PX_LAST,2888.32
954,2019-04-12,SPX Index,PX_LAST,2907.41
955,2019-04-15,SPX Index,PX_LAST,2905.58
956,2019-04-16,SPX Index,PX_LAST,2907.06
957,2019-04-17,SPX Index,PX_LAST,2900.45
958,2019-04-18,SPX Index,PX_LAST,2905.03
959,2019-04-22,SPX Index,PX_LAST,2907.97
960,2019-04-23,SPX Index,PX_LAST,2933.68
961,2019-04-24,SPX Index,PX_LAST,2927.25
962,2019-04-25,SPX Index,PX_LAST,2926.17
963,2019-04-26,SPX Index,PX_LAST,2939.88
964,2019-04-29,SPX Index,PX_LAST,2943.03
965,2019-04-30,SPX Index,PX_LAST,2945.83
966,2019-05-01,SPX Index,PX_LAST,2923.73
967,2019-05-02,SPX Index,PX_LAST,2917.52
968,2019-05-03,SPX Index,PX_LAST,2945.64
969,2019-05-06,SPX Index,PX_LAST,2932.47
970,2019-05-07,SPX Index,PX_LAST,2884.05
971,2019-05-08,SPX Index,PX_LAST,2879.42
972,2019-05-09,SPX Index,PX_LAST,2870.72
973,2019-05-10,SPX Index,PX_LAST,2881.4
974,2019-05-13,SPX Index,PX_LAST,2811.87
975,2019-05-14,SPX Index,PX_LAST,2834.41
976,2019-05-15,SPX Index,PX_LAST,2850.96
977,2019-05-16,SPX Index,PX_LAST,2876.32
978,2019-05-17,SPX Index,PX_LAST,2859.53
979,2019-05-20,SPX Index,PX_LAST,2840.23
980,2019-05-21,SPX Index,PX_LAST,2864.36
981,2019-05-22,SPX Index,PX_LAST,2856.27
982,2019-05-23,SPX Index,PX_LAST,2822.24
983,2019-05-24,SPX Index,PX_LAST,2826.06
984,2019-05-28,SPX Index,PX_LAST,2802.39
985,2019-05-29,SPX Index,PX_LAST,2783.02
986,2019-05-30,SPX Index,PX_LAST,2788.86
987,2019-05-31,SPX Index,PX_LAST,2752.06
988,2019-06-03,SPX Index,PX_LAST,2744.45
989,2019-06-04,SPX Index,PX_LAST,2803.27
990,2019-06-05,SPX Index,PX_LAST,2826.15
991,2019-06-06,SPX Index,PX_LAST,2843.49
992,2019-06-07,SPX Index,PX_LAST,2873.34
993,2019-06-10,SPX Index,PX_LAST,2886.73
994,2019-06-11,SPX Index,PX_LAST,2885.72
995,2019-06-12,SPX Index,PX_LAST,2879.84
996,2019-06-13,SPX Index,PX_LAST,2891.64
997,2019-06-14,SPX Index,PX_LAST,2886.98
998,2019-06-17,SPX Index,PX_LAST,2889.67
999,2019-06-18,SPX Index,PX_LAST,2917.75
1000,2019-06-19,SPX Index,PX_LAST,2926.46
1001,2019-06-20,SPX Index,PX_LAST,2954.18
1002,2019-06-21,SPX Index,PX_LAST,2950.46
1003,2019-06-24,SPX Index,PX_LAST,2945.35
1004,2019-06-25,SPX Index,PX_LAST,2917.38
1005,2019-06-26,SPX Index,PX_LAST,2913.78
1006,2019-06-27,SPX Index,PX_LAST,2924.92
1007,2019-06-28,SPX Index,PX_LAST,2941.76
1008,2019-07-01,SPX Index,PX_LAST,2964.33
1009,2019-07-02,SPX Index,PX_LAST,2973.01
1010,2019-07-03,SPX Index,PX_LAST,2995.82
1011,2019-07-05,SPX Index,PX_LAST,2990.41
1012,2019-07-08,SPX Index,PX_LAST,2975.95
1013,2019-07-09,SPX Index,PX_LAST,2979.63
1014,2019-07-10,SPX Index,PX_LAST,2993.07
1015,2019-07-11,SPX Index,PX_LAST,2999.91
1016,2019-07-12,SPX Index,PX_LAST,3013.77
1017,2019-07-15,SPX Index,PX_LAST,3014.3
1018,2019-07-16,SPX Index,PX_LAST,3004.04
1019,2019-07-17,SPX Index,PX_LAST,2984.42
1020,2019-07-18,SPX Index,PX_LAST,2995.11
1021,2019-07-19,SPX Index,PX_LAST,2976.61
1022,2019-07-22,SPX Index,PX_LAST,2985.03
1023,2019-07-23,SPX Index,PX_LAST,3005.47
1024,2019-07-24,SPX Index,PX_LAST,3019.56
1025,2019-07-25,SPX Index,PX_LAST,3003.67
1026,2019-07-26,SPX Index,PX_LAST,3025.86
1027,2019-07-29,SPX Index,PX_LAST,3020.97
1028,2019-07-30,SPX Index,PX_LAST,3013.18
1029,2019-07-31,SPX Index,PX_LAST,2980.38
1030,2019-08-01,SPX Index,PX_LAST,2953.56
1031,2019-08-02,SPX Index,PX_LAST,2932.05
1032,2019-08-05,SPX Index,PX_LAST,2844.74
1033,2019-08-06,SPX Index,PX_LAST,2881.77
1034,2019-08-07,SPX Index,PX_LAST,2883.98
1035,2019-08-08,SPX Index,PX_LAST,2938.09
1036,2019-08-09,SPX Index,PX_LAST,2918.65
1037,2019-08-12,SPX Index,PX_LAST,2883.75
1038,2019-08-13,SPX Index,PX_LAST,2926.32
1039,2019-08-14,SPX Index,PX_LAST,2840.6
1040,2019-08-15,SPX Index,PX_LAST,2847.6
1041,2019-08-16,SPX Index,PX_LAST,2888.68
1042,2019-08-19,SPX Index,PX_LAST,2923.65
1043,2019-08-20,SPX Index,PX_LAST,2900.51
1044,2019-08-21,SPX Index,PX_LAST,2924.43
1045,2019-08-22,SPX Index,PX_LAST,2922.95
1046,2019-08-23,SPX Index,PX_LAST,2847.11
1047,2019-08-26,SPX Index,PX_LAST,2878.38
1048,2019-08-27,SPX Index,PX_LAST,2869.16
1049,2019-08-28,SPX Index,PX_LAST,2887.94
1050,2019-08-29,SPX Index,PX_LAST,2924.58
1051,2019-08-30,SPX Index,PX_LAST,2926.46
1052,2019-09-03,SPX Index,PX_LAST,2906.27
1053,2019-09-04,SPX Index,PX_LAST,2937.78
1054,2019-09-05,SPX Index,PX_LAST,2976.0
1055,2019-09-06,SPX Index,PX_LAST,2978.71
1056,2019-09-09,SPX Index,PX_LAST,2978.43
1057,2019-09-10,SPX Index,PX_LAST,2979.39
1058,2019-09-11,SPX Index,PX_LAST,3000.93
1059,2019-09-12,SPX Index,PX_LAST,3009.57
1060,2019-09-13,SPX Index,PX_LAST,3007.39
1061,2019-09-16,SPX Index,PX_LAST,2997.96
1062,2019-09-17,SPX Index,PX_LAST,3005.7
1063,2019-09-18,SPX Index,PX_LAST,3006.73
1064,2019-09-19,SPX Index,PX_LAST,3006.79
1065,2019-09-20,SPX Index,PX_LAST,2992.07
1066,2019-09-23,SPX Index,PX_LAST,2991.78
1067,2019-09-24,SPX Index,PX_LAST,2966.6
1068,2019-09-25,SPX Index,PX_LAST,2984.87
1069,2019-09-26,SPX Index,PX_LAST,2977.62
1070,2019-09-27,SPX Index,PX_LAST,2961.79
1071,2019-09-30,SPX Index,PX_LAST,2976.74
1072,2019-10-01,SPX Index,PX_LAST,2940.25
1073,2019-10-02,SPX Index,PX_LAST,2887.61
1074,2019-10-03,SPX Index,PX_LAST,2910.63
1075,2019-10-04,SPX Index,PX_LAST,2952.01
1076,2019-10-07,SPX Index,PX_LAST,2938.79
1077,2019-10-08,SPX Index,PX_LAST,2893.06
1078,2019-10-09,SPX Index,PX_LAST,2919.4
1079,2019-10-10,SPX Index,PX_LAST,2938.13
1080,2019-10-11,SPX Index,PX_LAST,2970.27
1081,2019-10-14,SPX Index,PX_LAST,2966.15
1082,2019-10-15,SPX Index,PX_LAST,2995.68
1083,2019-10-16,SPX Index,PX_LAST,2989.69
1084,2019-10-17,SPX Index,PX_LAST,2997.95
1085,2019-10-18,SPX Index,PX_LAST,2986.2
1086,2019-10-21,SPX Index,PX_LAST,3006.72
1087,2019-10-22,SPX Index,PX_LAST,2995.99
1088,2019-10-23,SPX Index,PX_LAST,3004.52
1089,2019-10-24,SPX Index,PX_LAST,3010.29
1090,2019-10-25,SPX Index,PX_LAST,3022.55
1091,2019-10-28,SPX Index,PX_LAST,3039.42
1092,2019-10-29,SPX Index,PX_LAST,3036.89
1093,2019-10-30,SPX Index,PX_LAST,3046.77
1094,2019-10-31,SPX Index,PX_LAST,3037.56
1095,2019-11-01,SPX Index,PX_LAST,3066.91
1096,2019-11-04,SPX Index,PX_LAST,3078.27
1097,2019-11-05,SPX Index,PX_LAST,3074.62
1098,2019-11-06,SPX Index,PX_LAST,3076.78
1099,2019-11-07,SPX Index,PX_LAST,3085.18
1100,2019-11-08,SPX Index,PX_LAST,3093.08
1101,2019-11-11,SPX Index,PX_LAST,3087.01
1102,2019-11-12,SPX Index,PX_LAST,3091.84
1103,2019-11-13,SPX Index,PX_LAST,3094.04
1104,2019-11-14,SPX Index,PX_LAST,3096.63
1105,2019-11-15,SPX Index,PX_LAST,3120.46
1106,2019-11-18,SPX Index,PX_LAST,3122.03
1107,2019-11-19,SPX Index,PX_LAST,3120.18
1108,2019-11-20,SPX Index,PX_LAST,3108.46
1109,2019-11-21,SPX Index,PX_LAST,3103.54
1110,2019-11-22,SPX Index,PX_LAST,3110.29
1111,2019-11-25,SPX Index,PX_LAST,3133.64
1112,2019-11-26,SPX Index,PX_LAST,3140.52
1113,2019-11-27,SPX Index,PX_LAST,3153.63
1114,2019-11-29,SPX Index,PX_LAST,3140.98
1115,2019-12-02,SPX Index,PX_LAST,3113.87
1116,2019-12-03,SPX Index,PX_LAST,3093.2
1117,2019-12-04,SPX Index,PX_LAST,3112.76
1118,2019-12-05,SPX Index,PX_LAST,3117.43
1119,2019-12-06,SPX Index,PX_LAST,3145.91
1120,2019-12-09,SPX Index,PX_LAST,3135.96
1121,2019-12-10,SPX Index,PX_LAST,3132.52
1122,2019-12-11,SPX Index,PX_LAST,3141.63
1123,2019-12-12,SPX Index,PX_LAST,3168.57
1124,2019-12-13,SPX Index,PX_LAST,3168.8
1125,2019-12-16,SPX Index,PX_LAST,3191.45
1126,2019-12-17,SPX Index,PX_LAST,3192.52
1127,2019-12-18,SPX Index,PX_LAST,3191.14
1128,2019-12-19,SPX Index,PX_LAST,3205.37
1129,2019-12-20,SPX Index,PX_LAST,3221.22
1130,2019-12-23,SPX Index,PX_LAST,3224.01
1131,2019-12-24,SPX Index,PX_LAST,3223.38
1132,2019-12-26,SPX Index,PX_LAST,3239.91
1133,2019-12-27,SPX Index,PX_LAST,3240.02
1134,2019-12-30,SPX Index,PX_LAST,3221.29
1135,2019-12-31,SPX Index,PX_LAST,3230.78
1136,2020-01-02,SPX Index,PX_LAST,3257.85
1137,2020-01-03,SPX Index,PX_LAST,3234.85
1138,2020-01-06,SPX Index,PX_LAST,3246.28
1139,2020-01-07,SPX Index,PX_LAST,3237.18
1140,2020-01-08,SPX Index,PX_LAST,3253.05
1141,2020-01-09,SPX Index,PX_LAST,3274.7
1142,2020-01-10,SPX Index,PX_LAST,3265.35
1143,2020-01-13,SPX Index,PX_LAST,3288.13
1144,2020-01-14,SPX Index,PX_LAST,3283.15
1145,2020-01-15,SPX Index,PX_LAST,3289.29
1146,2020-01-16,SPX Index,PX_LAST,3316.81
1147,2020-01-17,SPX Index,PX_LAST,3329.62
1148,2020-01-21,SPX Index,PX_LAST,3320.79
1149,2020-01-22,SPX Index,PX_LAST,3321.75
1150,2020-01-23,SPX Index,PX_LAST,3325.54
1151,2020-01-24,SPX Index,PX_LAST,3295.47
1152,2020-01-27,SPX Index,PX_LAST,3243.63
1153,2020-01-28,SPX Index,PX_LAST,3276.24
1154,2020-01-29,SPX Index,PX_LAST,3273.4
1155,2020-01-30,SPX Index,PX_LAST,3283.66
1156,2020-01-31,SPX Index,PX_LAST,3225.52
1157,2020-02-03,SPX Index,PX_LAST,3248.92
1158,2020-02-04,SPX Index,PX_LAST,3297.59
1159,2020-02-05,SPX Index,PX_LAST,3334.69
1160,2020-02-06,SPX Index,PX_LAST,3345.78
1161,2020-02-07,SPX Index,PX_LAST,3327.71
1162,2020-02-10,SPX Index,PX_LAST,3352.09
1163,2020-02-11,SPX Index,PX_LAST,3357.75
1164,2020-02-12,SPX Index,PX_LAST,3379.45
1165,2020-02-13,SPX Index,PX_LAST,3373.94
1166,2020-02-14,SPX Index,PX_LAST,3380.16
1167,2020-02-18,SPX Index,PX_LAST,3370.29
1168,2020-02-19,SPX Index,PX_LAST,3386.15
1169,2020-02-20,SPX Index,PX_LAST,3373.23
1170,2020-02-21,SPX Index,PX_LAST,3337.75
1171,2020-02-24,SPX Index,PX_LAST,3225.89
1172,2020-02-25,SPX Index,PX_LAST,3128.21
1173,2020-02-26,SPX Index,PX_LAST,3116.39
1174,2020-02-27,SPX Index,PX_LAST,2978.76
1175,2020-02-28,SPX Index,PX_LAST,2954.22
